id_inscripcion,curso,edad,provincia,nivel_educativo,trabaja,horas_trabajo_semanales,experiencia_previa,modalidad_pago,precio_pagado_ars,precio_pagado_usd,dispositivo_principal,hora_inscripcion,logins_semana_1,logins_semana_2,segundos_video_vistos,mensajes_foro,entregas_a_tiempo,nota_primera_entrega,dias_desde_ultimo_login,logins_semana_6,encuesta_salida_completada,abandono
L00204,Python Inicial,35,Buenos Aires,Posgrado,No,0.0,No,Cuotas,277000,233.5,Computadora,19,1,1,29895,0,0,,1,0,No,1
L01447,Producto Digital,30,Buenos Aires,Terciario,No,0.0,No,Cuotas,389000,322.4,Computadora,15,1,2,83680,2,1,,0,4,No,0
L00650,Data Analytics,39,Otra,Secundario,No,0.0,Si,Cuotas,427000,363.4,Celular,23,2,4,61954,1,1,6.6,1,3,No,0
L00892,Marketing Digital,17,Otra,Universitario,No,0.0,No,Cuotas,331000,274.1,Computadora,2,3,1,24501,2,2,5.9,1,0,No,0
L02210,Python Inicial,19,Buenos Aires,Posgrado,No,0.0,Si,Cuotas,263000,214.2,Computadora,9,3,2,62270,0,1,7.1,2,4,No,0
L01346,UX/UI,17,Buenos Aires,Secundario,No,0.0,Si,Cuotas,405000,330.2,Computadora,21,5,10,189986,1,2,10.0,1,8,No,0
L01846,Python Inicial,40,CABA,Universitario,Si,45.0,Si,Cuotas,281000,234.1,Computadora,1,8,1,89253,0,0,,3,2,No,0
L02508,Programacion Web,23,Buenos Aires,Secundario,No,0.0,No,Cuotas,542000,446.8,Computadora,0,6,3,33786,2,2,8.4,4,1,No,0
L00004,Programacion Web,22,CABA,Universitario,Si,49.0,No,Pago unico,427000,365.7,Celular,9,2,2,63252,0,1,4.8,2,3,No,0
L03090,Marketing Digital,32,Santa Fe,Universitario,Si,37.0,Si,Cuotas,319000,262.6,Celular,13,2,1,91763,2,2,5.6,1,2,No,0
L02955,Producto Digital,21,CABA,Universitario,No,0.0,No,Cuotas,381000,305.7,Tablet,10,0,0,9687,0,0,,3,1,No,0
L00372,Data Analytics,17,CABA,Universitario,No,0.0,Si,Pago unico,369000,299.5,Celular,3,5,2,129427,2,1,8.6,3,5,No,0
L01766,Python Inicial,48,CABA,Secundario,Si,40.0,Si,Cuotas,286000,247.8,Computadora,16,4,2,44972,1,2,7.7,0,2,No,0
L02695,Python Inicial,24,Santa Fe,Secundario,No,0.0,No,Pago unico,226000,191.9,Tablet,22,10,12,193157,5,2,9.5,0,13,No,0
L00528,Producto Digital,17,CABA,Secundario,No,0.0,No,Cuotas,365000,314.7,Celular,11,2,2,156345,1,2,,1,1,No,0
L00069,Python Inicial,32,Santa Fe,Universitario,Si,34.0,No,Cuotas,285000,229.1,Computadora,17,3,2,70823,1,2,,1,3,No,0
L00586,Marketing Digital,42,Santa Fe,Terciario,Si,47.0,Si,Beca,43000,34.4,Computadora,15,5,2,83790,1,2,7.5,1,3,No,0
L00045,Programacion Web,31,CABA,Universitario,Si,32.0,No,Pago unico,417000,356.6,Celular,18,5,2,56094,0,1,7.9,0,3,No,0
L01826,Marketing Digital,23,CABA,Universitario,No,0.0,No,Pago unico,265000,228.9,Computadora,8,5,3,147543,2,2,7.2,0,6,No,0
L00949,Producto Digital,17,Buenos Aires,Universitario,No,0.0,No,Cuotas,385000,315.7,Computadora,3,6,5,112268,0,2,6.7,3,5,No,0
L00098,Producto Digital,31,CABA,Secundario,No,0.0,No,Cuotas,399000,323.4,Computadora,15,2,1,61715,2,2,8.3,1,2,No,0
L00610,Marketing Digital,37,Mendoza,Secundario,No,0.0,No,Pago unico,276000,234.8,Celular,5,3,4,184731,1,2,9.6,2,8,No,0
L02556,Data Analytics,44,Buenos Aires,Secundario,Si,28.0,No,Cuotas,443000,373.3,Computadora,18,5,3,48825,0,0,,5,4,No,0
L02104,Producto Digital,42,Buenos Aires,Universitario,No,0.0,No,Beca,48000,40.8,Computadora,2,1,2,4828,3,1,3.9,13,0,Si,1
L00144,Programacion Web,25,CABA,Universitario,No,0.0,No,Pago unico,436000,359.2,Computadora,8,8,3,75322,2,1,,1,5,No,0
L02871,Programacion Web,24,Otra,Universitario,No,0.0,No,Beca,31000,25.4,Computadora,15,4,0,83774,1,1,7.7,4,0,No,0
L00384,Data Analytics,41,CABA,Universitario,Si,36.0,Si,Cuotas,456000,373.7,Computadora,8,0,5,58412,1,1,,10,3,No,0
L03121,Prog. Web,28,CABA,Terciario,Si,36.0,No,Beca,131000,110.9,Celular,16,2,0,4677,1,0,,11,0,Si,1
L02620,Python Inicial,27,CABA,Secundario,No,0.0,No,Beca,70000,57.2,Computadora,2,6,4,106221,2,1,,1,2,Si,1
L01908,Mkt Digital,20,Otra,Posgrado,No,0.0,Si,Cuotas,345000,285.5,Computadora,8,7,5,121199,0,2,8.9,3,5,No,0
L01231,Marketing Digital,22,CABA,Posgrado,No,0.0,No,Beca,59000,49.8,Celular,16,2,2,21794,0,0,,7,0,No,1
L00190,Programacion Web,25,Cordoba,Universitario,Si,40.0,No,Cuotas,502000,407.9,Tablet,2,0,2,41040,1,1,5.2,0,3,No,0
L01123,Producto Digital,42,Cordoba,Universitario,No,0.0,No,Cuotas,398000,339.6,Computadora,21,2,6,181781,1,1,7.3,1,3,No,0
L02721,Marketing Digital,24,Otra,Secundario,Si,37.0,Si,Cuotas,355000,299.7,Tablet,13,2,6,110390,1,2,10.0,0,7,No,0
L02944,Programacion Web,36,CABA,Universitario,No,0.0,Si,Cuotas,502000,415.2,Computadora,10,5,3,181063,1,2,4.8,0,9,No,0
L01541,Programacion Web,17,Buenos Aires,Universitario,Si,36.0,Si,Cuotas,550000,473.8,Celular,12,5,4,125775,0,2,7.0,0,0,Si,1
L00627,Programacion Web,53,Otra,Universitario,Si,35.0,No,Pago unico,413000,334.8,Computadora,17,2,4,107309,1,1,8.7,4,3,No,0
L02661,Marketing Digital,35,Cordoba,Secundario,Si,32.0,No,Cuotas,330000,275.7,Celular,17,3,1,6738,0,1,,14,0,Si,1
L00073,Python Inicial,44,Otra,Secundario,Si,25.0,No,Pago unico,241000,202.1,Computadora,3,4,4,57193,0,2,7.6,0,0,Si,1
L02604,Python Inicial,21,CABA,Universitario,No,0.0,No,Pago unico,234000,190.9,Celular,4,4,4,29779,1,0,7.4,1,3,No,0
L01394,Programacion Web,22,Mendoza,Posgrado,No,0.0,No,Cuotas,506000,437.5,Computadora,1,4,2,148506,0,1,,5,2,No,0
L00401,Data Analytics,17,Buenos Aires,Universitario,No,0.0,No,Pago unico,377000,322.6,Computadora,18,5,3,101532,2,2,10.0,1,10,No,0
L02203,Programacion Web,35,Buenos Aires,Secundario,No,0.0,No,Cuotas,509000,425.4,Celular,2,5,5,172532,3,1,7.9,1,6,No,0
L02498,Producto Digital,34,CABA,Terciario,No,0.0,No,Cuotas,375000,322.8,Celular,15,6,4,25905,0,0,3.8,5,4,No,0
L00989,Producto Digital,20,Santa Fe,Terciario,Si,50.0,Si,Pago unico,335000,285.3,Computadora,18,5,2,184095,1,2,,1,5,No,0
L03117,Marketing Digital,20,Otra,Universitario,No,0.0,Si,Cuotas,312000,259.2,Computadora,14,10,12,139809,6,2,5.5,0,6,No,0
L01558,Programacion Web,33,Otra,Secundario,No,0.0,No,Pago unico,409000,346.8,Computadora,13,4,0,13960,0,0,,6,1,No,0
L01512,Producto Digital,34,Buenos Aires,Universitario,Si,34.0,No,Pago unico,316000,266.6,Celular,18,3,5,151356,1,2,9.0,2,8,No,0
L00252,Data Analytics,43,CABA,Secundario,No,0.0,Si,Cuotas,446000,372.1,Computadora,10,4,7,74231,1,1,9.6,0,3,No,0
L00751,Marketing Digital,34,Santa Fe,Secundario,No,0.0,No,Beca,76000,63.1,Computadora,18,3,3,22817,2,1,,14,1,No,1
L01791,Marketing Digital,51,CABA,Secundario,Si,46.0,No,Pago unico,282000,238.4,Computadora,2,1,1,79233,0,2,7.7,2,4,No,0
L00972,Python Inicial,31,CABA,Universitario,No,0.0,Si,Cuotas,290000,239.1,Computadora,18,10,11,216367,7,2,9.5,0,8,No,0
L01195,Data Analytics,28,CABA,Posgrado,No,0.0,Si,Cuotas,443000,365.0,Celular,10,5,8,187272,1,2,10.0,1,8,No,0
L02513,Python Inicial,34,CABA,Universitario,No,0.0,Si,Pago unico,224000,184.9,Celular,16,4,4,154454,1,0,8.6,1,3,No,0
L01918,Data Analytics,22,CABA,Universitario,No,0.0,No,Cuotas,460000,390.1,Computadora,20,2,5,105388,2,2,6.0,1,4,No,0
L00611,Producto  Digital,35,CABA,Secundario,Si,49.0,No,Pago unico,321000,278.2,Tablet,19,1,5,47182,1,1,,6,3,No,0
L02116,Programación Web,35,CABA,Universitario,Si,26.0,Si,Cuotas,541000,462.4,Computadora,18,4,11,93938,4,2,,1,6,No,0
L00279,Programacion Web,36,Santa Fe,Secundario,No,0.0,No,Pago unico,430000,362.5,Tablet,13,4,2,45408,0,1,3.9,1,1,No,0
L02118,Programacion Web,27,CABA,Terciario,No,0.0,No,Cuotas,540000,461.7,Celular,7,3,3,51129,0,1,5.6,0,1,Si,1
L01881,UX/UI,29,CABA,Posgrado,No,0.0,Si,Cuotas,431000,368.0,Tablet,21,3,3,39668,0,2,9.3,4,2,No,0
L00614,Marketing Digital,33,Buenos Aires,Posgrado,Si,32.0,Si,Pago unico,284000,235.8,Computadora,18,4,1,84147,3,1,7.1,3,0,No,0
L00666,Data Analytics,17,CABA,Secundario,No,0.0,No,Beca,22000,18.4,Computadora,2,7,4,64841,1,1,5.5,1,2,No,0
L02060,Producto Digital,29,Otra,Posgrado,Si,35.0,No,Cuotas,396000,325.8,Computadora,16,8,5,159187,4,2,7.5,0,9,No,0
L02867,Marketing Digital,41,CABA,Universitario,Si,35.0,Si,Cuotas,313000,251.1,Tablet,6,7,4,140817,0,1,9.5,2,5,No,0
L00053,UX/UI,17,Otra,Universitario,No,0.0,No,Cuotas,440000,378.8,Celular,17,2,3,99884,1,2,,6,5,No,0
L01264,Programacion Web,37,Cordoba,Universitario,No,0.0,No,Pago unico,410000,350.3,Computadora,3,2,1,97217,1,0,5.1,4,1,No,0
L00291,Programacion Web,142,CABA,Secundario,No,0.0,Si,Beca,139000,117.1,Celular,6,6,3,57838,0,0,4.8,4,3,No,0
L01191,Programacion Web,29,Mendoza,Universitario,No,0.0,No,Beca,64000,54.7,Celular,12,4,1,11314,1,1,,6,0,Si,1
L02870,Programacion Web,29,CABA,Universitario,Si,27.0,Si,Cuotas,528000,438.4,Tablet,21,1,2,129883,4,2,7.9,1,2,No,0
L00365,producto digital,41,Santa Fe,Terciario,Si,32.0,Si,Beca,4000,3.4,Computadora,10,4,2,142360,4,2,8.6,2,1,No,0
L00509,UX/UI,31,Santa Fe,Terciario,No,0.0,No,Cuotas,396000,336.4,Celular,16,4,1,78096,1,1,,7,0,No,1
L03049,marketing digital,26,Cordoba,Terciario,No,0.0,Si,Cuotas,315000,259.6,Computadora,22,5,2,128235,1,1,10.0,1,10,No,0
L00296,UX/UI,33,CABA,Posgrado,Si,49.0,Si,Cuotas,405000,340.6,Computadora,13,2,2,94541,1,0,7.3,2,2,No,0
L01642,Data Analytics,39,Otra,Posgrado,Si,27.0,Si,Pago unico,375000,314.3,Computadora,4,8,8,98846,0,2,6.3,6,4,No,0
L02610,UX/UI,29,CABA,Universitario,No,0.0,No,Cuotas,419000,341.7,Celular,19,6,3,115888,1,2,6.9,3,7,No,0
L01203,Producto Digital,29,Buenos Aires,Universitario,No,0.0,No,Cuotas,381000,311.5,Computadora,21,4,3,116376,3,2,8.6,1,3,No,0
L00425,Programacion Web,22,Otra,Posgrado,No,0.0,No,Pago unico,451000,380.0,Computadora,23,5,3,144560,4,2,9.8,1,3,No,0
L02840,Producto  Digital,32,CABA,Universitario,No,0.0,Si,Cuotas,405000,349.1,Celular,19,3,0,100267,2,2,6.3,4,4,No,0
L02370,programacion web,32,Mendoza,Universitario,Si,28.0,No,Cuotas,516000,448.2,Computadora,13,2,1,0,0,0,4.9,2,1,No,0
L00025,UX/UI,17,CABA,Terciario,No,0.0,Si,Cuotas,427000,363.0,Computadora,19,6,4,112503,3,2,6.6,1,5,No,0
L00047,Marketing Digital,22,Buenos Aires,Terciario,No,0.0,Si,Pago unico,290000,232.6,Computadora,11,8,10,138558,4,2,7.4,0,12,No,0
L01891,marketing digital,31,Cordoba,Universitario,No,0.0,No,Beca,45000,38.7,Tablet,14,6,0,61153,1,1,6.9,10,1,Si,1
L00527,Producto Digital,50,CABA,Secundario,Si,39.0,No,Pago unico,324000,278.0,Celular,15,2,2,59559,1,2,4.8,2,4,No,0
L01250,Python Inicial,34,CABA,Posgrado,Si,38.0,No,Cuotas,281000,241.0,Computadora,19,6,4,131616,6,2,8.3,2,8,No,0
L01942,Data analytics ,21,Buenos Aires,Universitario,No,0.0,No,Cuotas,423000,350.6,Celular,11,1,3,45701,3,1,,1,0,No,0
L03002,UX/UI,25,Buenos Aires,Universitario,No,0.0,No,Pago unico,340000,276.4,Computadora,23,1,3,24544,0,1,,3,4,No,0
L02581,python inicial,28,CABA,Secundario,No,0.0,Si,Pago unico,231000,200.7,Celular,17,0,6,193303,1,2,8.1,2,4,No,0
L02199,Python Inicial,17,Otra,Universitario,No,0.0,Si,Cuotas,280000,235.0,Computadora,1,5,5,100581,2,2,5.8,5,1,No,0
L00256,Python inicial,34,CABA,Universitario,Si,26.0,No,Cuotas,271000,217.3,Celular,8,4,6,78324,2,1,,0,0,No,0
L02353,UX/UI,33,Buenos Aires,Universitario,No,0.0,Si,Beca,2000,1.7,Computadora,11,1,5,104014,2,0,8.0,2,1,No,0
L00512,UX/UI,39,CABA,Universitario,Si,43.0,No,Pago unico,333000,272.5,Tablet,9,6,2,142540,0,2,6.7,0,1,No,0
L00710,Prog. Web,23,Cordoba,Terciario,No,0.0,Si,Pago unico,434000,349.5,Celular,14,11,11,163468,2,2,7.7,3,1,No,0
L02516,UX/UI,17,Cordoba,Secundario,No,0.0,No,Cuotas,395000,332.7,Computadora,12,3,3,78375,1,2,,3,2,No,0
L01348,Data Analytics,22,Cordoba,Terciario,No,0.0,No,Cuotas,424000,350.4,Computadora,10,2,0,69561,1,2,6.3,10,4,No,0
L00018,Programacion Web,22,Buenos Aires,Universitario,No,0.0,No,Cuotas,496000,420.0,Computadora,13,1,3,112664,0,1,7.7,0,2,No,0
L02725,UX/UI,18,Mendoza,Secundario,No,0.0,No,Cuotas,394000,341.4,Computadora,10,2,4,74281,0,2,7.0,1,4,No,0
L01414,UX / UI,24,Buenos Aires,Terciario,No,0.0,No,Beca,71000,57.4,Computadora,18,4,3,143556,1,1,7.2,6,2,No,0
L02472,Marketing Digital,41,Otra,Terciario,Si,34.0,Si,Beca,35000,29.0,Tablet,9,5,10,175334,2,2,8.1,2,6,No,0
L02296,Programacion Web,38,Santa Fe,Terciario,No,0.0,No,Beca,17000,13.9,Celular,17,4,3,19834,2,0,,5,2,No,0
L02759,Programacion Web,41,CABA,Universitario,Si,39.0,No,Pago unico,409000,333.9,Computadora,9,3,5,77987,2,0,,4,1,Si,1
L02654,UX/UI,42,Buenos Aires,Posgrado,Si,54.0,No,Cuotas,443000,366.6,Celular,8,1,4,57940,1,1,,0,0,Si,1
L00903,Programacion Web,30,Cordoba,Universitario,No,0.0,No,Cuotas,485000,388.8,Computadora,12,6,4,138481,3,2,7.8,0,0,Si,1
L02083,Data Analytics,23,Otra,Posgrado,Si,33.0,No,Beca,83000,67.7,Computadora,13,5,2,4116,0,0,5.9,3,2,No,0
L02095,Data Analytics,17,Santa Fe,Terciario,No,0.0,No,Beca,44000,36.5,Computadora,3,5,9,107741,3,2,8.5,0,6,No,0
L00744,Data Analytics,26,Santa Fe,Universitario,No,0.0,No,Beca,85000,73.9,Computadora,3,4,5,138117,2,2,8.5,5,7,No,0
L03134,UX/UI,37,Otra,Universitario,Si,42.0,No,Cuotas,409000,341.5,Computadora,9,7,3,81353,3,2,7.3,1,1,No,0
L01240,Marketing Digital,34,Otra,Universitario,Si,38.0,No,Pago unico,268000,223.6,Computadora,12,11,7,128461,3,1,6.9,2,4,No,0
L01061,Python Inicial,28,CABA,Posgrado,Si,43.0,Si,Cuotas,268000,224.9,Computadora,10,1,3,39808,3,2,4.6,7,3,No,0
L00592,Marketing Digital,31,Otra,Terciario,Si,,Si,Cuotas,354000,297.6,Celular,18,5,3,156683,0,2,7.6,1,4,No,0
L01602,Data Analytics,17,Buenos Aires,Posgrado,No,0.0,Si,Pago unico,371000,308.1,Computadora,11,8,3,151808,5,2,6.4,0,4,No,0
L01139,UX / UI,37,Cordoba,Universitario,No,0.0,No,Cuotas,424000,342.5,Computadora,6,7,5,99395,5,2,6.7,4,5,No,0
L00844,Data Analytics,21,CABA,Secundario,No,0.0,No,Pago unico,392000,322.7,Computadora,1,4,0,92700,1,0,,4,1,No,0
L02044,DATA ANALYTICS,36,CABA,Universitario,Si,25.0,No,Cuotas,440000,359.3,Computadora,4,8,10,145645,1,2,8.7,2,9,No,0
L03060,Producto Digital,43,Buenos Aires,Universitario,Si,53.0,No,Cuotas,399000,324.3,Celular,6,2,0,0,0,1,7.5,8,0,Si,1
L01759,Data Analytics,27,Buenos Aires,Terciario,No,0.0,Si,Pago unico,376000,320.1,Celular,18,4,2,125619,0,1,,6,3,No,0
L01051,Data Analytics,55,Buenos Aires,Terciario,No,0.0,No,Cuotas,440000,354.9,Celular,7,3,2,90064,0,2,7.8,0,3,No,0
L00771,Producto Digital,40,Mendoza,Secundario,No,0.0,No,Cuotas,394000,319.3,Computadora,3,5,2,72867,2,2,8.0,1,4,No,0
L02226,Producto Digital,23,Cordoba,Universitario,No,0.0,Si,Cuotas,390000,334.5,Celular,15,2,2,54734,0,1,5.5,2,4,No,0
L00446,Data Analytics,24,Buenos Aires,Secundario,No,0.0,Si,Cuotas,439000,364.8,Computadora,19,7,0,202349,2,2,7.5,0,6,No,0
L03041,Python Inicial,35,CABA,Terciario,Si,47.0,No,Beca,36000,29.9,Celular,8,5,2,76526,0,1,6.9,1,1,No,0
L01372,Python Inicial,17,CABA,Secundario,No,0.0,Si,Cuotas,292000,234.8,Computadora,22,3,7,98085,2,1,6.1,2,8,No,0
L00202,Marketing Digital,21,CABA,Universitario,Si,24.0,Si,Cuotas,344000,292.4,Celular,18,0,0,114,0,0,,4,0,Si,1
L00471,Programacion Web,28,Cordoba,Secundario,No,0.0,No,Pago unico,439000,368.2,Celular,23,1,0,73243,2,1,8.7,0,0,No,0
L01239,UX/UI,23,Buenos Aires,Secundario,No,0.0,Si,Cuotas,433000,347.0,Celular,5,1,0,14525,1,0,5.7,4,1,No,0
L01402,Python Inicial,46,Cordoba,Secundario,Si,32.0,Si,Pago unico,243000,208.1,Computadora,16,8,8,185688,2,2,9.8,1,6,No,0
L01256,Python Inicial,42,Otra,Secundario,Si,48.0,No,Pago unico,243000,210.1,Celular,12,3,1,82765,0,0,4.6,1,2,No,0
L02615,Data Analytics,17,CABA,Universitario,No,0.0,No,Cuotas,473000,407.0,Computadora,11,8,7,63834,2,2,8.4,0,6,No,0
L02930,Data Analytics,51,CABA,Universitario,Si,55.0,Si,Pago unico,389000,328.8,Computadora,11,3,4,118061,0,2,5.9,5,6,No,0
L02374,Python Inicial,17,Buenos Aires,Terciario,No,0.0,No,Cuotas,298000,258.7,Computadora,21,3,4,60212,1,2,7.7,0,0,No,0
L02663,Programacion Web,17,CABA,Universitario,Si,45.0,No,Beca,80000,64.9,Tablet,2,7,3,140435,1,1,5.3,4,0,No,1
L03031,Python Inicial,43,Buenos Aires,Posgrado,Si,44.0,No,Beca,46000,39.2,Celular,2,4,1,0,1,0,,8,1,Si,1
L03196,Programacion Web,54,Buenos Aires,Posgrado,Si,38.0,No,Pago unico,414000,358.0,Computadora,8,6,8,99592,1,1,7.8,3,4,No,0
L00105,Python Inicial,34,Santa Fe,Secundario,Si,36.0,No,Pago unico,225000,191.9,Celular,7,4,1,123287,1,2,6.9,7,0,Si,1
L00276,Marketing Digital,23,Cordoba,Terciario,No,0.0,Si,Cuotas,322000,273.0,Celular,19,5,4,63795,0,1,,4,3,No,0
L01070,Marketing Digital,28,Cordoba,Terciario,Si,39.0,No,Pago unico,294000,236.6,Computadora,7,6,4,128502,2,1,8.4,1,10,No,0
L01728,Data Analytics,34,Santa Fe,Terciario,Si,28.0,Si,Cuotas,438000,364.1,Celular,22,2,3,80943,1,1,,7,1,No,0
L02696,Marketing Digital,53,Otra,Posgrado,Si,59.0,Si,Pago unico,282000,245.2,Computadora,11,2,8,94466,4,2,8.1,1,10,No,0
L02251,Marketing Digital,29,Buenos Aires,Universitario,No,0.0,No,Cuotas,315000,263.7,Tablet,11,4,6,86535,4,1,7.1,1,6,No,0
L01786,Python Inicial,27,Otra,Terciario,No,0.0,No,Beca,39000,33.8,Computadora,18,2,4,46625,1,0,7.7,5,3,No,0
L02894,Producto Digital,25,CABA,Secundario,No,0.0,No,Cuotas,406000,344.1,Celular,8,1,0,0,0,0,,11,1,Si,1
L02205,Python Inicial,29,Otra,Secundario,No,0.0,Si,Cuotas,286000,247.8,Computadora,11,3,6,119109,6,2,9.2,4,7,No,0
L00975,UX/UI,34,CABA,Universitario,Si,33.0,No,Pago unico,357000,300.1,Computadora,14,7,5,140875,5,2,8.1,0,9,No,0
L03112,Marketing Digital,26,Santa Fe,Terciario,No,0.0,No,Pago unico,286000,238.5,Computadora,16,0,3,101393,0,2,8.8,2,1,No,0
L01509,Marketing Digital,36,Buenos Aires,Terciario,Si,,Si,Beca,36000,31.1,Celular,8,6,1,119522,3,2,4.2,1,1,No,0
L01866,Python Inicial,22,Mendoza,Terciario,No,0.0,Si,Pago unico,227000,183.2,Computadora,15,7,10,131154,3,1,6.1,0,5,No,0
L00553,UX/UI,20,Buenos Aires,Secundario,No,0.0,Si,Cuotas,394000,320.8,Computadora,6,4,3,88781,1,2,7.1,7,9,No,0
L02308,Data Analytics,17,Cordoba,Secundario,No,0.0,No,Cuotas,475000,409.2,Celular,7,1,4,107734,0,1,7.2,3,4,No,0
L01962,Python Inicial,37,CABA,Terciario,Si,31.0,No,Cuotas,274000,232.6,Computadora,9,3,1,39046,1,2,7.2,3,1,No,0
L02204,Data Analytics,32,CABA,Universitario,Si,38.0,No,Cuotas,480000,412.7,Celular,8,2,0,47056,0,2,7.8,5,2,No,0
L03003,Programacion Web,36,CABA,Universitario,Si,30.0,No,Cuotas,524000,421.6,Computadora,19,4,0,43724,1,1,,1,0,Si,1
L00830,Programacion Web,25,Cordoba,Posgrado,No,0.0,Si,Cuotas,543000,436.6,Computadora,0,10,7,200228,7,2,7.3,0,13,No,0
L01539,Marketing Digital,33,Buenos Aires,Terciario,Si,37.0,No,Cuotas,348000,298.6,Celular,13,4,2,48963,0,2,,3,3,No,0
L02148,Producto Digital,20,Otra,Secundario,Si,,No,Beca,60000,51.7,Computadora,17,6,6,125217,3,2,9.6,4,1,No,0
L02630,Programacion Web,26,Buenos Aires,Terciario,No,0.0,No,Pago unico,420000,350.6,Tablet,12,4,1,41220,1,2,,3,3,No,0
L00874,Data Analytics,31,CABA,Secundario,No,0.0,No,Cuotas,440000,379.0,Tablet,19,0,3,33324,2,1,5.7,4,3,No,0
L02530,Data Analytics,34,CABA,Terciario,Si,30.0,Si,Pago unico,396000,322.7,Celular,10,2,4,135624,1,1,6.9,7,0,No,0
L02217,Python Inicial,31,Buenos Aires,Terciario,Si,45.0,Si,Cuotas,275000,226.5,Computadora,5,3,0,19991,0,2,,3,0,Si,1
L01784,Data Analytics,26,Cordoba,Secundario,No,0.0,No,Cuotas,429000,353.0,Computadora,3,3,1,11825,0,1,,0,0,Si,1
L01294,Data Analytics,32,Cordoba,Posgrado,No,0.0,Si,Pago unico,360000,291.0,Computadora,1,6,9,101481,0,1,,1,3,No,0
L03039,Python Inicial,25,Santa Fe,Terciario,No,0.0,No,Beca,17000,14.4,Celular,13,1,2,60114,1,2,7.0,7,0,Si,1
L02006,Producto Digital,45,Santa Fe,Secundario,Si,25.0,No,Pago unico,338000,276.1,Celular,3,8,2,63016,3,2,8.4,1,6,No,0
L03122,Python inicial,27,Buenos Aires,Universitario,Si,38.0,No,Cuotas,286000,231.1,Computadora,14,1,4,121915,2,2,6.3,1,3,No,0
L00357,Programacion Web,18,Buenos Aires,Universitario,No,0.0,No,Beca,82000,65.8,Computadora,8,4,2,86740,1,2,6.8,3,3,No,0
L02631,Marketing Digital,29,Cordoba,Secundario,No,0.0,No,Cuotas,346000,280.4,Computadora,10,5,2,128117,0,1,,3,6,No,0
L01140,Programacion Web,35,CABA,Secundario,Si,29.0,No,Cuotas,539000,449.1,Tablet,5,5,3,132699,2,2,8.5,2,6,No,0
L01421,Data Analytics,17,CABA,Terciario,Si,37.0,Si,Pago unico,378000,316.8,Celular,5,2,2,96540,2,2,5.8,4,3,No,0
L01362,Marketing Digital,25,CABA,Terciario,Si,44.0,No,Cuotas,322000,270.9,Computadora,7,1,1,30115,0,0,,0,6,No,0
L02365,Data Analytics,31,Cordoba,Terciario,No,0.0,Si,Cuotas,424000,353.7,Computadora,19,7,5,92290,2,1,6.2,0,2,No,0
L03116,UX/UI,37,CABA,Secundario,No,0.0,Si,Cuotas,422000,348.9,Celular,3,2,2,78786,0,2,,0,3,No,0
L01661,UX/UI,41,Buenos Aires,Posgrado,No,0.0,No,Pago unico,355000,284.5,Computadora,5,3,1,39166,1,1,5.8,5,0,Si,1
L00603,UX/UI,20,Santa Fe,Universitario,No,0.0,No,Pago unico,334000,283.0,Computadora,9,8,3,96961,4,1,7.8,3,1,No,0
L00515,UX/UI,48,Buenos Aires,Universitario,Si,25.0,No,Cuotas,421000,357.2,Celular,14,3,10,122113,1,2,10.0,0,10,No,0
L00684,Mkt Digital,23,Buenos Aires,Secundario,Si,35.0,No,Pago unico,282000,242.4,Computadora,2,6,1,18380,0,0,,2,4,No,0
L03106,UX/UI,32,Santa Fe,Universitario,No,0.0,No,Pago unico,337000,292.9,Computadora,15,1,5,70239,3,2,8.1,2,2,No,0
L02699,UX-UI,39,Otra,Secundario,Si,30.0,Si,Cuotas,430000,347.7,Computadora,22,5,12,141217,4,2,9.1,1,10,No,0
L01113,UX/UI,27,CABA,Universitario,Si,38.0,No,Pago unico,370000,306.7,Celular,5,2,1,0,0,1,,8,0,No,1
L02186,UX/UI,34,Buenos Aires,Terciario,No,0.0,No,Pago unico,370000,297.6,Tablet,17,4,3,56399,3,1,7.4,0,2,No,0
L02987,Programacion Web,18,Mendoza,Terciario,Si,28.0,No,Cuotas,527000,430.2,Computadora,2,0,1,65524,1,0,,7,0,No,1
L00932,Marketing Digital,26,CABA,Universitario,Si,27.0,No,Cuotas,349000,289.3,Celular,11,2,4,45902,1,1,,1,0,No,0
L00188,Data Analytics,31,Otra,Secundario,Si,22.0,Si,Cuotas,464000,374.3,Computadora,11,6,5,140525,2,1,9.8,0,7,No,0
L01589,Programacion Web,34,Otra,Posgrado,No,0.0,Si,Cuotas,551000,459.4,Computadora,3,4,2,137511,1,1,6.8,2,1,No,0
L03029,Producto Digital,24,CABA,Universitario,No,0.0,No,Cuotas,391000,336.2,Celular,19,2,1,26222,0,1,,1,1,No,0
L00673,Python Inicial,20,Otra,Secundario,Si,38.0,Si,Beca,19000,15.6,Computadora,3,5,13,151932,4,2,8.5,0,6,No,0
L00702,Data Analytics,30,Cordoba,Universitario,No,0.0,No,Cuotas,451000,371.5,Celular,21,3,1,92314,1,0,6.4,11,0,Si,1
L00485,Data Analytics,21,Cordoba,Universitario,Si,43.0,Si,Cuotas,472000,386.7,Computadora,6,5,5,168368,0,2,6.7,2,0,Si,1
L02340,Programacion Web,46,Cordoba,Secundario,Si,50.0,No,Cuotas,509000,408.6,Computadora,15,3,4,105144,1,1,10.0,11,0,No,0
