id_publicacion,genero_musical,oyentes_mensuales_spotify,capacidad_venue,tipo_venue,sector,precio_original,precio_original_con_cargos,dias_hasta_el_show,dia_semana_show,show_agotado_en_preventa,vendedor_verificado,cantidad_entradas_publicadas,cantidad_fotos_publicacion,precio_publicado,se_vendio,comision_plataforma,precio_reventa
N00167,Indie,2506910,8400,Arena,General,31000,37800,18,Viernes,No,Si,2.0,1.0,97000,0,,
N00168,Pop internacional,140612,1100,Club,General,21000,24600,43,Sabado,Si,Si,2.0,2.0,53000,0,,
N00169,Rock nacional,1047485,3300,Teatro,General,23000,28100,21,Miercoles,No,Si,1.0,1.0,45000,0,,
N00170,Rock nacional,1758416,8400,Arena,Platea Alta,43000,52400,3,Lunes,No,No,2.0,3.0,102000,0,,
N00171,Pop internacional,1232371,8400,Arena,Campo,53000,63800,10,Sabado,No,Si,1.0,2.0,112000,0,,
N00172,Trap,62476,1100,Club,General,20000,23500,11,Miercoles,No,No,2.0,7.0,43000,0,,
N00173,Trap,3269672,15000,Arena,PLATEA BAJA,59000,70100,31,Sabado,Si,No,2.0,7.0,201000,0,,
N00174,Rock nacional,441999,3300,Teatro,Platea Baja,55000,63500,12,Sabado,No,No,2.0,7.0,214000,0,,
N00175,Electronica,1039328,8400,Arena,PLATEA ALTA,40000,49900,17,Martes,Si,No,3.0,1.0,212000,0,,
N00176,Rock nacional,3487625,8400,Arena,Campo,44000,52000,15,Sabado,No,No,4.0,6.0,96000,0,,
N00177,Pop internacional,7838046,15000,Arena,Platea Baja,77000,89900,0,Sabado,No,Si,,8.0,121000,0,,
N00178,Pop internacional,1571394,5000,Arena,Campo,46000,54900,51,Jueves,No,Si,4.0,1.0,99000,0,,
N00179,Rock nacional,494058,5000,Arena,Campo,46000,53200,11,Sabado,No,No,2.0,8.0,103000,0,,
N00180,Rock nacional,35878737,25000,Estadio,Campo,64000,74800,24,Lunes,No,Si,3.0,7.0,191000,0,,
N00181,Indie,607688,5000,Arena,General,28000,32900,26,Martes,No,Si,1.0,7.0,81000,0,,
N00182,Trap,12909307,45000,Estadio,Campo,53000,62100,26,Viernes,Si,Si,2.0,6.0,186000,0,,
N00183,Trap,4415460,15000,Arena,Platea Baja,62000,73600,9,Viernes,No,Si,2.0,5.0,210000,0,,
N00184,Trap,256775,1100,Club,Platea Baja,50000,59700,18,Sabado,No,No,3.0,4.0,117000,0,,
N00185,Electronica,8348444,15000,Arena,General,31000,36700,36,Miercoles,No,No,4.0,2.0,70000,0,,
N00186,Rock nacional,75117,1500,Club,Campo,41000,50400,8,Viernes,No,Si,2.0,5.0,76000,0,,
N00187,Pop internacional,2700833,25000,Estadio,GENERAL,28000,33800,22,Viernes,No,No,2.0,8.0,79000,0,,
N00188,Electronica,657948,3300,Teatro,General,25000,29700,8,Miercoles,No,Si,1.0,3.0,50000,0,,
N00189,Pop internacional,19261180,25000,Estadio,Platea Alta,44000,53200,9,Jueves,No,Si,,6.0,101000,0,,
N00190,Electronica,4346767,8400,Arena,Campo,52000,60000,22,Jueves,No,No,2.0,5.0,127000,0,,
N00191,Pop internacional,198127,1100,Club,Platea Alta,33000,38300,8,Viernes,No,No,1.0,3.0,122000,0,,
N00192,Trap,256775,1100,Club,Platea Baja,50000,59700,18,Sabado,No,No,3.0,1.0,157000,0,,
N00193,Pop internacional,12657354,25000,Estadio,PLATEA ALTA,52000,60600,9,Lunes,No,Si,2.0,1.0,124000,0,,
N00194,Electronica,1434808,5000,Arena,General,29000,36200,21,Miercoles,Si,Si,1.0,6.0,134000,0,,
N00195,Indie,6506789,15000,Arena,General,30000,36600,14,Martes,Si,No,2.0,8.0,103000,0,,
N00196,Pop internacional,520826,3300,Teatro,Campo,47000,55200,0,Jueves,Si,Si,6.0,8.0,77000,0,,
N00197,Pop internacional,152211,1100,Club,CAMPO,36000,41800,24,Jueves,No,Si,1.0,3.0,122000,0,,
N00198,Rock nacional,54277096,45000,Estadio,Platea Alta,48000,56200,0,Sabado,No,No,,7.0,46000,0,,
N00199,Rock nacional,2538174,8400,Arena,campo,44000,51200,20,Jueves,No,No,1.0,1.0,126000,0,,
N00200,Indie,458065,5000,Arena,Platea Baja,58000,68300,29,Sabado,No,Si,1.0,8.0,81000,0,,
N00201,Pop internacional,805319,3300,Teatro,Platea Baja,52000,63100,8,Viernes,No,Si,1.0,6.0,93000,0,,
N00202,Cumbia,201971,1100,Club,Platea Baja,46000,55100,6,Lunes,No,Si,3.0,7.0,157000,0,,
N00203,Trap,1470250,15000,Arena,Campo,48000,55300,17,Viernes,No,No,4.0,6.0,182000,0,,
N00204,Rock nacional,95944,1100,Club,General,19000,23200,24,Martes,No,Si,6.0,5.0,40000,0,,
N00205,Trap,91529,1100,Club,Campo,38000,45600,22,Jueves,No,Si,,4.0,158000,0,,
N00206,Rock nacional,1041019,8400,Arena,Platea Baja,67000,80700,0,Domingo,Si,No,2.0,7.0,132000,0,,
N00207,Indie,14627358,15000,Arena,Platea Alta,41000,50100,2,Sabado,No,No,1.0,3.0,75000,0,,
N00208,Indie,151842,1100,Club,Platea Alta,32000,39400,2,Sabado,No,No,1.0,7.0,72000,0,,
N00209,Pop internacional,24410999,25000,Estadio,Palco,176000,206800,8,Miercoles,No,No,1.0,4.0,482000,0,,
N00210,Trap,6025003,45000,Estadio,Campo,68000,83300,39,Miercoles,No,Si,3.0,6.0,201000,0,,
N00211,Indie,60000000,84000,Estadio,Platea Baja,88000,103000,15,Jueves,Si,No,2.0,5.0,255000,0,,
N00212,Cumbia,598561,5000,Arena,platea baja,62000,72000,2,Sabado,No,No,2.0,3.0,103000,0,,
N00213,Indie,4499211,8400,Arena,Campo,48000,56400,9,Sabado,No,Si,2.0,8.0,139000,0,,
N00214,Rock nacional,10120132,25000,Estadio,General,31000,37800,3,Domingo,Si,Si,1.0,8.0,61000,0,,
N00215,Trap,229994,1500,Club,Campo,33000,40900,31,Sabado,No,Si,2.0,3.0,70000,0,,
N00216,Electronica,1434808,5000,Arena,General,29000,36200,21,Viernes,Si,Si,1.0,7.0,74000,0,,
N00217,Pop internacional,1096375,3300,Teatro,Campo,41000,51200,14,Martes,No,Si,2.0,2.0,182000,0,,
N00218,Pop internacional,130428,1500,Club,platea baja,51000,62600,26,Viernes,No,No,1.0,4.0,232000,0,,
N00219,Rock nacional,1242382,5000,Arena,Platea Baja,59000,69400,20,Jueves,No,Si,4.0,5.0,141000,0,,
N00220,Indie,44592586,84000,Estadio,palco,185000,220200,24,Viernes,Si,No,1.0,1.0,757000,0,,
N00221,Trap,7083595,45000,Estadio,General,31000,35900,1,Sabado,No,No,2.0,1.0,28000,0,,
N00222,Trap,9818601,84000,Estadio,Campo,59000,70200,11,Sabado,No,No,4.0,1.0,164000,0,,
N00223,Cumbia,10734439,15000,Arena,Palco,171000,209500,8,Sabado,No,Si,3.0,8.0,429000,0,,
N00224,Rock nacional,16753387,45000,Estadio,General,29000,34900,3,Martes,No,Si,2.0,7.0,68000,0,,
N00225,Rock nacional,10060091,15000,Arena,Platea Baja,71000,88100,60,Sabado,Si,No,2.0,7.0,110000,0,,
N00226,Trap,389772,3300,Teatro,Platea Alta,30000,36500,7,Miercoles,No,No,1.0,7.0,79000,0,,
N00227,Rock nacional,6349532,84000,Estadio,Platea Baja,84000,97100,10,Sabado,Si,No,1.0,3.0,267000,0,,
N00228,Pop internacional,517207,3300,Teatro,Platea Alta,35000,43300,23,Jueves,No,Si,4.0,7.0,90000,0,,
N00229,Pop internacional,4312900,15000,Arena,Platea Baja,57000,70600,15,Sabado,No,Si,3.0,1.0,167000,0,,
N00230,Indie,37122724,45000,Estadio,Campo,64000,79300,8,Viernes,Si,Si,1.0,4.0,221000,0,,
N00231,Indie,236803,1100,Club,General,23000,28300,12,Sabado,No,Si,2.0,2.0,45000,0,,
N00232,Pop internacional,299043,3300,Teatro,Palco,138000,162400,24,Jueves,No,Si,1.0,4.0,438000,0,,
N00233,Cumbia,11301416,45000,Estadio,General,33000,40100,23,Sabado,No,No,3.0,6.0,95000,0,,
N00234,Rock nacional,270834,3300,Teatro,Platea Baja,51000,63300,16,Lunes,No,Si,1.0,6.0,208000,0,,
N00235,Rock nacional,639851,3300,Teatro,Platea Alta,34000,40300,2,Sabado,No,Si,4.0,2.0,66000,0,,
N00236,Rock nacional,1905113,5000,Arena,Platea Baja,58000,71400,4,Viernes,No,Si,2.0,8.0,179000,0,,
N00237,Indie,60000000,84000,Estadio,Palco,155000,191300,2,Sabado,Si,Si,2.0,8.0,409000,0,,
N00238,Indie,1356723,5000,Arena,Campo,46000,56800,2,Domingo,Si,Si,3.0,8.0,98000,0,,
N00239,Cumbia,410926,3300,Teatro,Campo,44000,52300,22,Sabado,Si,Si,1.0,7.0,165000,0,,
N00240,Trap,3057577,8400,Arena,General,25000,29300,45,Jueves,No,No,1.0,8.0,66000,0,,
N00241,Cumbia,3848697,15000,Arena,Campo,53000,62800,18,Viernes,No,Si,1.0,4.0,119000,0,,
N00242,Indie,16287559,25000,Estadio,Platea Baja,64000,74600,3,Jueves,Si,No,1.0,7.0,162000,0,,
N00243,Trap,1252188,5000,Arena,Campo,43000,50500,9,Jueves,Si,No,2.0,6.0,213000,0,,
N00244,Trap,118298,1100,Club,Campo,41000,50500,44,Martes,No,No,1.0,7.0,101000,0,,
N00245,Electronica,1143550,8400,Arena,Campo,48000,55600,18,Sabado,No,Si,6.0,7.0,153000,0,,
N00246,Rock nacional,639851,3300,Teatro,Platea Alta,34000,40300,2,Jueves,No,Si,4.0,2.0,63000,0,,
N00247,Cumbia,60000000,45000,Estadio,Platea Baja,69000,81900,2,Viernes,No,Si,2.0,7.0,102000,0,,
N00248,Pop internacional,9674308,25000,Estadio,General,28000,34800,19,Viernes,Si,Si,2.0,3.0,96000,0,,
N00249,Electronica,1066029,15000,Arena,General,29000,35600,39,Viernes,No,Si,4.0,4.0,69000,0,,
N00250,Cumbia,7558374,25000,Estadio,Platea Baja,69000,82300,1,Viernes,No,No,4.0,4.0,98000,0,,
N00251,Rock nacional,50000,1100,Club,Platea Baja,54000,65400,2,Jueves,No,No,3.0,3.0,99000,0,,
N00252,Electronica,949433,8400,Arena,Platea Baja,60000,74500,56,Domingo,No,Si,2.0,1.0,122000,0,,
N00253,Trap,4246280,15000,Arena,Campo,54000,64300,9,Viernes,No,No,1.0,8.0,148000,0,,
N00254,Rock nacional,1035923,5000,Arena,Platea Baja,55000,67200,19,Viernes,Si,Si,3.0,7.0,197000,0,,
N00255,Pop internacional,13872547,25000,Estadio,Platea Baja,63000,74600,26,Lunes,Si,Si,2.0,3.0,122000,0,,
N00256,Rock nacional,2236163,15000,Arena,Platea Baja,63000,75900,21,Sabado,No,Si,3.0,4.0,187000,0,,
N00257,Cumbia,1307018,8400,Arena,Platea Baja,65000,80400,8,Viernes,Si,Si,1.0,6.0,276000,0,,
N00258,Rock nacional,114035,1100,Club,Platea Alta,35000,43300,24,Martes,No,Si,6.0,7.0,74000,0,,
N00259,Rock nacional,17080018,25000,Estadio,Platea Baja,69000,79600,7,Miercoles,Si,Si,2.0,8.0,215000,0,,
N00260,Cumbia,532866,5000,Arena,Campo,44000,55000,9,Viernes,No,Si,4.0,4.0,117000,0,,
N00261,Electronica,2246811,8400,Arena,Campo,57000,67500,25,Domingo,Si,No,1.0,6.0,135000,0,,
N00262,Pop internacional,14887343,45000,Estadio,Palco,177000,220500,15,Sabado,No,Si,1.0,8.0,695000,0,,
N00263,Indie,1077861,5000,Arena,General,26000,31300,2,Lunes,Si,Si,6.0,2.0,51000,0,,
N00264,Trap,10420723,45000,Estadio,Campo,67000,80400,9,Domingo,No,Si,1.0,6.0,234000,0,,
N00265,Cumbia,5162764,25000,Estadio,Platea Baja,64000,74200,4,Viernes,No,Si,3.0,1.0,150000,0,,
N00266,Pop internacional,9674308,25000,Estadio,General,28000,34800,19,Viernes,Si,Si,2.0,3.0,95000,0,,
N00267,Rock nacional,20510191,25000,Estadio,Platea Baja,71000,86400,24,Sabado,No,Si,2.0,7.0,218000,0,,
N00268,Electronica,427481,3300,Teatro,Platea Alta,35000,41100,14,Martes,Si,Si,2.0,1.0,246000,0,,
N00269,Cumbia,9148554,15000,Arena,Campo,52000,63100,24,Sabado,No,No,2.0,3.0,151000,0,,
N00270,Cumbia,139310,1500,Club,Campo,42000,49400,13,Miercoles,No,No,1.0,8.0,141000,0,,
N00271,Trap,87606,1100,Club,Platea Alta,31000,38100,3,Viernes,No,Si,4.0,4.0,68000,0,,
N00272,Electronica,4420907,15000,Arena,GENERAL,29000,33900,30,Viernes,Si,Si,1.0,4.0,83000,0,,
N00273,Rock nacional,114035,1100,Club,Platea Alta,35000,43300,24,Jueves,No,Si,6.0,2.0,73000,0,,
N00274,Rock nacional,20510191,25000,Estadio,Platea Baja,71000,86400,24,Sabado,No,Si,2.0,4.0,197000,0,,
N00275,Trap,9040671,45000,Estadio,Campo,61000,73400,1,Jueves,No,No,2.0,8.0,80000,0,,
N00276,Pop internacional,7843338,15000,Arena,campo,55000,67000,21,Sabado,Si,Si,1.0,5.0,160000,0,,
N00277,Indie,233567,1500,Club,Platea Baja,49000,56800,0,Domingo,No,Si,,1.0,54000,0,,
N00278,Trap,2137036,5000,Arena,Platea Baja,55000,67300,8,Viernes,No,Si,4.0,1.0,176000,0,,
N00279,Cumbia,27187847,84000,Estadio,Platea Baja,77000,88900,37,Viernes,Si,No,1.0,7.0,321000,0,,
N00280,Rock nacional,1889944,8400,Arena,Campo,48000,56300,46,Viernes,Si,Si,2.0,4.0,141000,0,,
N00281,Trap,27892007,45000,Estadio,Campo,48000,55900,15,Sabado,Si,Si,2.0,2.0,215000,0,,
N00282,Pop internacional,59355,1100,Club,Platea Baja,53000,65600,45,Domingo,No,Si,2.0,8.0,62000,0,,
N00283,Indie,2598528,15000,Arena,General,29000,35600,60,Sabado,No,Si,2.0,7.0,38000,0,,
N00284,Trap,116936,1100,Club,Pl. Baja,45000,55800,42,Viernes,No,Si,,6.0,127000,0,,
N00285,Trap,337498,5000,Arena,Palco,131000,154600,2,Miercoles,No,Si,2.0,5.0,181000,0,,
N00286,Pop internacional,1892705,8400,Arena,Campo,44000,52800,14,Viernes,No,No,1.0,5.0,113000,0,,
N00287,Electronica,2523471,15000,Arena,GENERAL,24000,27600,21,Jueves,Si,No,2.0,3.0,55000,0,,
N00288,Trap,175980,1100,Club,General,22000,25400,29,Viernes,No,No,2.0,3.0,74000,0,,
N00289,Trap,40688124,45000,Estadio,general,32000,39300,9,Sabado,No,No,6.0,1.0,108000,0,,
N00290,Trap,158159,1100,Club,campo,38000,45700,21,Domingo,No,Si,4.0,2.0,98000,0,,
N00291,Pop internacional,12003075,15000,Arena,Campo,59000,71300,5,Sabado,Si,Si,4.0,1.0,248000,0,,
N00292,Electronica,59758,1500,Club,Campo,41000,48900,9,Viernes,No,No,1.0,1.0,141000,0,,
N00293,Cumbia,696662,3300,Teatro,Platea Baja,59000,70400,30,Viernes,Si,Si,3.0,4.0,175000,0,,
N00294,Rock nacional,49077988,84000,Estadio,platea alta,53000,64700,49,Martes,No,Si,3.0,1.0,89000,0,,
N00295,Rock nacional,2904561,8400,Arena,General,31000,38200,7,Sabado,Si,No,2.0,5.0,105000,0,,
N00296,Trap,211235,1100,Club,Campo,33000,39300,25,Domingo,Si,Si,1.0,5.0,97000,0,,
N00297,Electronica,657948,3300,Teatro,General,25000,29700,8,Jueves,No,Si,1.0,2.0,70000,0,,
N00298,Pop internacional,144151,3300,Teatro,Campo,45000,51800,18,Sabado,Si,No,2.0,6.0,236000,0,,
N00299,Electronica,100841,1500,Club,Platea Baja,46000,55000,19,Lunes,No,No,4.0,1.0,123000,0,,
N00300,Trap,1275482,8400,Arena,campo,50000,57700,13,Viernes,No,No,2.0,8.0,182000,0,,
N00301,Indie,820669,3300,Teatro,Campo,44000,54600,2,Martes,No,Si,4.0,1.0,96000,0,,
N00302,Rock nacional,1181197,8400,Arena,Campo,45000,53900,29,Lunes,Si,No,1.0,1.0,158000,0,,
N00303,Pop internacional,337196,5000,Arena,campo,38000,47000,1,Sabado,No,Si,2.0,8.0,95000,0,,
N00304,Cumbia,60000000,84000,Estadio,General,37000,45100,26,Miercoles,No,Si,1.0,4.0,60000,0,,
N00305,Indie,863497,8400,Arena,Platea Baja,58000,67800,20,Domingo,Si,Si,2.0,6.0,162000,0,,
N00306,Rock nacional,346501,5000,Arena,PLATEA ALTA,35000,41600,14,Viernes,No,Si,4.0,6.0,81000,0,,
N00307,Cumbia,4274763,15000,Arena,Platea Alta,44000,54400,8,Sabado,Si,Si,2.0,5.0,194000,0,,
N00308,Trap,15418608,15000,Arena,Campo,57000,70800,10,Jueves,Si,Si,2.0,2.0,221000,0,,
N00309,Trap,1711417,8400,Arena,GENERAL,27000,32400,6,Sabado,Si,No,3.0,3.0,104000,0,,
N00310,Rock nacional,95585,1500,Club,Platea Alta,29000,33700,5,Miercoles,No,No,3.0,3.0,88000,0,,
N00311,Rock nacional,142611,1100,Club,Platea Alta,30000,35100,22,Jueves,No,Si,3.0,8.0,48000,0,,
N00312,Pop internacional,712627,3300,Teatro,Platea Alta,32000,38800,9,Domingo,No,No,1.0,7.0,87000,0,,
N00313,Indie,9002060,84000,Estadio,Campo,65000,79400,0,Jueves,No,Si,2.0,5.0,75000,0,,
N00314,Trap,95923,1100,Club,Platea Baja,50000,58100,0,Viernes,No,Si,3.0,5.0,71000,0,,
N00315,Rock nacional,9536126,25000,Estadio,platea baja,75000,91700,9,Jueves,No,Si,2.0,6.0,154000,0,,
N00316,Pop internacional,12657354,25000,Estadio,PLATEA ALTA,52000,60600,9,Sabado,No,Si,2.0,8.0,123000,0,,
N00317,Trap,17062973,25000,Estadio,Platea Alta,40000,49600,30,Sabado,Si,Si,1.0,4.0,111000,0,,
N00318,Indie,412011,3300,Teatro,Platea Baja,60000,73200,29,Jueves,No,Si,2.0,4.0,217000,0,,
N00319,Trap,83544,3300,Teatro,General,21000,24300,0,Viernes,No,Si,2.0,1.0,35000,0,,
N00320,Indie,147643,1500,Club,Platea Baja,54000,65300,3,Lunes,No,Si,4.0,8.0,121000,0,,
N00321,Rock nacional,6502433,25000,Estadio,Campo,57000,68300,22,Sabado,Si,No,3.0,6.0,300000,0,,
N00322,Pop internacional,39188264,45000,Estadio,General,34000,39600,17,Lunes,Si,Si,2.0,6.0,142000,0,,
N00323,Rock nacional,754818,5000,Arena,PLATEA ALTA,35000,42500,10,Viernes,No,No,1.0,5.0,167000,0,,
N00324,Rock nacional,104156,1100,Club,Palco,108000,130300,37,Jueves,Si,Si,1.0,3.0,195000,0,,
N00325,Rock nacional,12201076,15000,Arena,General,27000,32200,11,Miercoles,No,No,2.0,2.0,65000,0,,
N00326,Electronica,2103741,8400,Arena,Platea Baja,62000,74700,12,Sabado,No,Si,2.0,3.0,212000,0,,
N00327,Pop internacional,3513007,15000,Arena,general,31000,38100,12,Miercoles,No,No,2.0,8.0,57000,0,,
N00328,Cumbia,166613,1500,Club,General,22000,25900,20,Jueves,No,No,1.0,2.0,73000,0,,
N00329,Pop internacional,146970,1100,Club,Platea Alta,32000,36900,10,Viernes,No,No,1.0,6.0,88000,0,,
N00330,Trap,600721,5000,Arena,Campo,47000,54500,19,Viernes,No,Si,2.0,1.0,150000,0,,
N00331,Rock nacional,20244165,45000,Estadio,Pl. Baja,80000,96700,1,Sabado,Si,No,2.0,7.0,145000,0,,
N00332,Rock nacional,2538174,8400,Arena,campo,44000,51200,20,Viernes,No,No,1.0,1.0,135000,0,,
N00333,Trap,60000000,45000,Estadio,Platea Baja,66000,77600,18,Lunes,Si,Si,2.0,3.0,415000,0,,
N00334,Trap,216928,1100,Club,General,19000,22300,18,Sabado,No,Si,1.0,8.0,65000,0,,
N00335,Cumbia,10634099,8400,Arena,Platea Alta,45000,52900,9,Martes,No,Si,2.0,5.0,135000,0,,
N00336,Rock nacional,1242382,5000,Arena,Platea Baja,59000,69400,20,Viernes,No,Si,4.0,3.0,216000,0,,
N00337,Rock nacional,495572,3300,Teatro,Platea Alta,37000,44300,21,Viernes,No,Si,2.0,1.0,90000,0,,
N00338,Trap,259424,3300,Teatro,Campo,40000,48300,1,Jueves,No,No,2.0,8.0,87000,0,,
N00339,Electronica,29972921,45000,Estadio,platea baja,75000,87900,1,Jueves,No,No,2.0,7.0,195000,0,,
N00340,Cumbia,464075,3300,Teatro,Campo,40000,49200,9,Jueves,No,Si,2.0,1.0,116000,0,,
N00341,Rock nacional,149669,1500,Club,Pl. Alta,34000,39200,23,Domingo,Si,Si,2.0,8.0,102000,0,,
N00342,Cumbia,119296,1100,Club,CAMPO,35000,43300,2,Jueves,Si,No,3.0,4.0,65000,0,,
N00343,Cumbia,60000000,84000,Estadio,Platea Alta,44000,52400,20,Jueves,No,No,,3.0,115000,0,,
N00344,Trap,4415460,15000,Arena,Platea Baja,62000,73600,9,Sabado,No,Si,2.0,2.0,161000,0,,
N00345,Indie,1356723,5000,Arena,Campo,46000,56800,2,Sabado,Si,Si,3.0,7.0,101000,0,,
N00346,Rock nacional,35017346,84000,Estadio,General,35000,41000,17,Domingo,Si,No,1.0,3.0,118000,0,,
N00347,Cumbia,10309698,15000,Arena,GENERAL,31000,38300,5,Martes,No,No,2.0,5.0,106000,0,,
N00348,Trap,15826571,25000,Estadio,Platea Baja,69000,82600,10,Sabado,Si,Si,1.0,7.0,433000,0,,
N00349,Rock nacional,10120132,25000,Estadio,General,31000,37800,3,Viernes,Si,Si,1.0,3.0,81000,0,,
N00350,Rock nacional,2408656,3300,Teatro,Platea Baja,60000,74300,1,Viernes,No,No,1.0,6.0,93000,0,,
N00351,Cumbia,1410125,3300,Teatro,Pl. Alta,35000,43500,8,Jueves,Si,Si,2.0,4.0,150000,0,,
N00352,Pop internacional,876423,5000,Arena,Platea Baja,55000,66500,29,Domingo,Si,Si,2.0,5.0,133000,0,,
N00353,Pop internacional,7838046,15000,Arena,Platea Baja,77000,89900,0,Viernes,No,Si,,2.0,79000,0,,
N00354,Pop internacional,36564295,45000,Estadio,General,34000,40000,21,Sabado,Si,Si,2.0,7.0,152000,0,,
N00355,Indie,31805950,84000,Estadio,Campo,63000,74400,7,Viernes,Si,Si,2.0,7.0,223000,0,,
N00356,Rock nacional,75117,1500,Club,Campo,41000,50400,8,Jueves,No,Si,2.0,7.0,116000,0,,
N00357,Trap,60000000,84000,Estadio,Platea Baja,79000,98000,2,Miercoles,Si,No,2.0,1.0,197000,0,,
N00358,Rock nacional,8744756,25000,Estadio,Campo,63000,76900,16,Viernes,No,Si,2.0,8.0,110000,0,,
N00359,Rock nacional,1130891,5000,Arena,Campo,52000,61600,11,Sabado,Si,Si,1.0,4.0,202000,0,,
N00360,Rock nacional,887135,3300,Teatro,General,27000,31100,23,Domingo,No,Si,4.0,5.0,52000,0,,
N00361,Rock nacional,11868830,25000,Estadio,General,32000,38000,14,Lunes,Si,Si,3.0,2.0,109000,0,,
N00362,Rock nacional,68013,1100,Club,Platea Baja,51000,62400,14,Jueves,No,No,1.0,3.0,173000,0,,
N00363,Rock nacional,3232541,15000,Arena,Palco,152000,176700,60,Sabado,No,Si,2.0,4.0,173000,0,,
N00364,Cumbia,1307018,8400,Arena,Platea Baja,65000,80400,8,Martes,Si,Si,1.0,2.0,221000,0,,
N00365,Pop internacional,930668,3300,Teatro,platea alta,32000,37700,0,Sabado,No,No,3.0,7.0,47000,0,,
N00366,Electronica,4420907,15000,Arena,GENERAL,29000,33900,30,Jueves,Si,Si,1.0,1.0,93000,0,,
N00367,Rock nacional,8748393,15000,Arena,Campo,54000,65900,11,Domingo,No,Si,1.0,7.0,150000,0,,
N00368,Trap,60000000,84000,Estadio,Campo,63000,76200,5,Martes,No,Si,4.0,7.0,123000,0,,
N00369,Rock nacional,13034945,45000,Estadio,General,32000,37800,10,Viernes,No,Si,2.0,8.0,99000,0,,
N00370,Trap,15984206,25000,Estadio,General,34000,39500,29,Domingo,No,Si,2.0,8.0,87000,0,,
N00371,Trap,1460058,15000,Arena,Platea Baja,70000,83100,18,Sabado,No,No,,2.0,193000,0,,
N00372,Rock nacional,55543641,45000,Estadio,Palco,167000,197200,23,Sabado,No,Si,2.0,5.0,445000,0,,
N00373,Rock nacional,9237316,25000,Estadio,Platea Baja,69000,80100,3,Domingo,No,Si,2.0,3.0,102000,0,,
N00374,Trap,74610,1100,Club,Platea Baja,46000,54500,0,Sabado,No,No,2.0,8.0,46000,0,,
N00375,Cumbia,1059108,5000,Arena,Platea Alta,35000,43700,15,Viernes,No,Si,1.0,1.0,121000,0,,
N00376,Cumbia,215965,3300,Teatro,Platea Alta,38000,45600,8,Domingo,No,Si,2.0,6.0,112000,0,,
N00377,Rock nacional,10858040,25000,Estadio,Campo,55000,64100,13,Viernes,No,No,2.0,1.0,169000,0,,
N00378,Electronica,6613162,25000,Estadio,Platea Alta,51000,61500,3,Jueves,No,Si,6.0,7.0,95000,0,,
N00379,Electronica,431073,1500,Club,Campo,43000,52300,29,Miercoles,No,Si,2.0,6.0,122000,0,,
N00380,Trap,233214,1100,Club,Platea Alta,29000,33900,2,Sabado,Si,Si,4.0,5.0,54000,0,,
N00381,Electronica,60000000,45000,Estadio,Platea Alta,51000,62800,39,Domingo,No,Si,4.0,4.0,97000,0,,
N00382,Indie,151842,1100,Club,Platea Alta,32000,39400,2,Viernes,No,No,1.0,7.0,37000,0,,
N00383,Pop internacional,24997326,25000,Estadio,PLATEA BAJA,69000,79900,22,Jueves,No,No,3.0,4.0,138000,0,,
N00384,Rock nacional,11215927,25000,Estadio,Platea Baja,71000,81900,0,Domingo,No,Si,2.0,5.0,81000,0,,
N00385,Electronica,561791,1500,Club,Platea Alta,32000,37500,1,Viernes,No,Si,2.0,7.0,64000,0,,
N00386,Electronica,8348444,15000,Arena,General,31000,36700,36,Jueves,No,No,4.0,3.0,60000,0,,
N00387,Trap,12909307,45000,Estadio,Campo,53000,62100,26,Miercoles,Si,Si,2.0,1.0,156000,0,,
N00388,Trap,715056,3300,Teatro,Campo,43000,51500,44,Viernes,No,Si,1.0,3.0,76000,0,,
N00389,Rock nacional,533722,5000,Arena,General,23000,26600,29,Viernes,Si,No,2.0,3.0,67000,0,,
N00390,Pop internacional,9674308,25000,Estadio,General,28000,34800,19,Jueves,Si,Si,2.0,8.0,130000,0,,
N00391,Cumbia,1550156,15000,Arena,General,34000,41500,28,Viernes,No,Si,2.0,2.0,86000,0,,
N00392,Pop internacional,149285,1500,Club,Platea Baja,45000,53100,7,Viernes,No,Si,2.0,4.0,108000,0,,
N00393,Rock nacional,94430,1100,Club,Platea Alta,26000,31900,24,Viernes,No,Si,2.0,4.0,60000,0,,
N00394,Cumbia,545500,3300,Teatro,Platea Baja,51000,62600,6,Viernes,No,No,1.0,8.0,113000,0,,
N00395,Rock nacional,60983,1100,Club,Platea Alta,31000,37400,12,Lunes,Si,Si,2.0,2.0,138000,0,,
N00396,Rock nacional,1242382,5000,Arena,Platea Baja,59000,69400,20,Domingo,No,Si,4.0,1.0,115000,0,,
N00397,Rock nacional,68013,1100,Club,Platea Baja,51000,62400,14,Sabado,No,No,1.0,2.0,157000,0,,
N00398,Electronica,12772547,15000,Arena,palco,163000,194800,12,Sabado,No,No,,8.0,560000,0,,
N00399,Electronica,55268695,45000,Estadio,Campo,56000,69800,13,Viernes,Si,Si,3.0,4.0,137000,0,,
N00400,Trap,724940,1500,Club,General,24000,28100,18,Sabado,No,No,2.0,1.0,62000,0,,
N00401,Pop internacional,495415,1500,Club,Campo,39000,45300,18,Viernes,No,Si,2.0,8.0,123000,0,,
N00402,Indie,458065,5000,Arena,Platea Baja,58000,68300,29,Miercoles,No,Si,1.0,6.0,113000,0,,
